,,,NumberofStudents,NumberofStudents,NumberofStudents
,,,min,max,mean
District,SchoolType,BirthYear,,,
Białe Błota,Szkoła podstawowa,2010,7,221,95.5
Białe Błota,Szkoła podstawowa,2011,6,206,89.0
Białe Błota,Szkoła policealna,1994,4,4,4.0
Białe Błota,Szkoła policealna,1995,4,4,4.0
Białe Błota,Szkoła policealna,1996,4,4,4.0
Białe Błota,Szkoła policealna,1997,4,4,4.0
Białe Błota,Szkoła policealna,1998,4,4,4.0
Białe Błota,Szkoła policealna,1999,4,4,4.0
Białobrzegi,Gimnazjum,2003,12,13,12.5
Białobrzegi,Gimnazjum,2004,12,13,12.5
Białobrzegi,Gimnazjum,2005,12,14,13.0
Białobrzegi,Liceum ogólnokształcące,2000,65,65,65.0
Białobrzegi,Liceum ogólnokształcące,2001,65,65,65.0
Białobrzegi,Liceum ogólnokształcące,2002,57,57,57.0
Białobrzegi,Przedszkole,2012,2,22,12.25
Białobrzegi,Przedszkole,2013,2,23,13.0
Białobrzegi,Przedszkole,2014,2,22,12.25
Białobrzegi,Przedszkole,2015,2,20,11.25
Białobrzegi,Szkoła podstawowa,2006,5,72,18.0
Białobrzegi,Szkoła podstawowa,2007,5,72,18.0
Białobrzegi,Szkoła podstawowa,2008,4,64,17.0
Białobrzegi,Szkoła podstawowa,2009,4,57,15.142857142857142
Białobrzegi,Szkoła podstawowa,2010,4,64,15.857142857142858
Białobrzegi,Szkoła podstawowa,2011,4,64,15.857142857142858
Białogard,Gimnazjum,2003,4,4,4.0
Białogard,Gimnazjum,2004,3,3,3.0
Białogard,Gimnazjum,2005,4,4,4.0
Białogard,Liceum ogólnokształcące,2000,15,42,28.75
Białogard,Liceum ogólnokształcące,2001,15,42,28.75
Białogard,Liceum ogólnokształcące,2002,16,44,30.0
Białogard,Przedszkole,2012,6,45,23.833333333333332
Białogard,Przedszkole,2013,6,47,25.0
Białogard,Przedszkole,2014,6,47,25.0
Białogard,Przedszkole,2015,6,47,25.0
Białogard,Szkoła podstawowa,2006,1,80,27.454545454545453
Białogard,Szkoła podstawowa,2007,1,87,29.818181818181817
Białogard,Szkoła podstawowa,2008,1,87,29.818181818181817
Białogard,Szkoła podstawowa,2009,1,74,25.363636363636363
Białogard,Szkoła podstawowa,2010,1,68,23.545454545454547
Białogard,Szkoła podstawowa,2011,1,62,21.454545454545453
Białogard,Szkoła policealna,1994,6,7,6.5
Białogard,Szkoła policealna,1995,6,7,6.5
Białogard,Szkoła policealna,1996,6,7,6.5
Białogard,Szkoła policealna,1997,6,6,6.0
Białogard,Szkoła policealna,1998,5,5,5.0
Białogard,Szkoła policealna,1999,5,5,5.0
Białopole,Szkoła podstawowa,2006,11,43,27.0
Białopole,Szkoła podstawowa,2007,11,43,27.0
Białopole,Szkoła podstawowa,2008,10,38,24.0
Białopole,Szkoła podstawowa,2009,11,41,26.0
Białopole,Szkoła podstawowa,2010,9,34,21.5
Białopole,Szkoła podstawowa,2011,8,29,18.5
Białośliwie,Przedszkole,2012,35,35,35.0
Białośliwie,Przedszkole,2013,33,33,33.0
Białośliwie,Przedszkole,2014,31,31,31.0
Białośliwie,Przedszkole,2015,37,37,37.0
Białośliwie,Szkoła podstawowa,2006,94,94,94.0
Białośliwie,Szkoła podstawowa,2007,94,94,94.0
Białośliwie,Szkoła podstawowa,2008,99,99,99.0
Białośliwie,Szkoła podstawowa,2009,84,84,84.0
Białośliwie,Szkoła podstawowa,2010,64,64,64.0
Białośliwie,Szkoła podstawowa,2011,59,59,59.0
Biały Bór,Liceum ogólnokształcące,2000,14,14,14.0
Biały Bór,Liceum ogólnokształcące,2001,14,14,14.0
Biały Bór,Liceum ogólnokształcące,2002,12,12,12.0
Biały Bór,Szkoła podstawowa,2006,12,14,13.0
Biały Bór,Szkoła podstawowa,2007,12,14,13.0
Biały Bór,Szkoła podstawowa,2008,10,13,11.5
Biały Bór,Szkoła podstawowa,2009,9,11,10.0
Biały Bór,Szkoła podstawowa,2010,9,11,10.0
Biały Bór,Szkoła podstawowa,2011,10,12,11.0
Biały Dunajec,Przedszkole,2012,8,8,8.0
Biały Dunajec,Przedszkole,2013,8,8,8.0
Biały Dunajec,Przedszkole,2014,7,7,7.0
Biały Dunajec,Przedszkole,2015,7,7,7.0
Biały Dunajec,Szkoła podstawowa,2006,3,41,20.8
Biały Dunajec,Szkoła podstawowa,2007,3,44,22.2
Biały Dunajec,Szkoła podstawowa,2008,4,53,27.0
Biały Dunajec,Szkoła podstawowa,2009,4,56,28.4
Biały Dunajec,Szkoła podstawowa,2010,4,50,25.4
Biały Dunajec,Szkoła podstawowa,2011,4,47,23.8
Białystok,Gimnazjum,2003,1,15,6.4
Białystok,Gimnazjum,2004,1,15,6.4
Białystok,Gimnazjum,2005,1,16,5.833333333333333
Białystok,Liceum ogólnokształcące,2000,1,290,94.18518518518519
Białystok,Liceum ogólnokształcące,2001,1,290,94.18518518518519
Białystok,Liceum ogólnokształcące,2002,1,273,88.66666666666667
Białystok,Przedszkole,2012,2,60,22.527272727272727
Białystok,Przedszkole,2013,2,62,23.563636363636363
Białystok,Przedszkole,2014,2,65,24.636363636363637
Białystok,Przedszkole,2015,2,73,27.545454545454547
Białystok,Szkoła podstawowa,2006,1,241,69.85185185185185
Białystok,Szkoła podstawowa,2007,1,257,72.89090909090909
Białystok,Szkoła podstawowa,2008,1,272,77.2
Białystok,Szkoła podstawowa,2009,1,257,72.89090909090909
Białystok,Szkoła podstawowa,2010,1,241,69.85185185185185
Białystok,Szkoła podstawowa,2011,1,241,69.85185185185185
Białystok,Szkoła policealna,1994,2,176,27.35483870967742
Białystok,Szkoła policealna,1995,2,176,27.35483870967742
Białystok,Szkoła policealna,1996,2,176,27.35483870967742
Białystok,Szkoła policealna,1997,1,165,25.64516129032258
Białystok,Szkoła policealna,1998,1,165,25.64516129032258
Białystok,Szkoła policealna,1999,2,176,27.35483870967742
Biecz,Liceum ogólnokształcące,2000,54,54,54.0
Biecz,Liceum ogólnokształcące,2001,54,54,54.0
Biecz,Liceum ogólnokształcące,2002,56,56,56.0
Biecz,Przedszkole,2012,5,38,21.5
Biecz,Przedszkole,2013,4,35,19.5
Biecz,Przedszkole,2014,4,32,18.0
Biecz,Przedszkole,2015,4,35,19.5
Biecz,Szkoła podstawowa,2006,3,58,20.666666666666668
Biecz,Szkoła podstawowa,2007,3,66,23.333333333333332
Biecz,Szkoła podstawowa,2008,3,66,23.333333333333332
Biecz,Szkoła podstawowa,2009,3,58,20.666666666666668
Biecz,Szkoła podstawowa,2010,3,58,20.666666666666668
Biecz,Szkoła podstawowa,2011,3,58,20.666666666666668
Bielawa,Gimnazjum,2003,1,1,1.0
Bielawa,Gimnazjum,2004,1,1,1.0
Bielawa,Gimnazjum,2005,1,1,1.0
Bielawa,Liceum ogólnokształcące,2000,6,7,6.5
Bielawa,Liceum ogólnokształcące,2001,6,6,6.0
Bielawa,Liceum ogólnokształcące,2002,6,6,6.0
Bielawa,Przedszkole,2012,5,41,25.25
Bielawa,Przedszkole,2013,5,43,26.5
Bielawa,Przedszkole,2014,5,43,26.5
Bielawa,Przedszkole,2015,5,44,27.375
Bielawa,Szkoła podstawowa,2006,1,152,66.0
Bielawa,Szkoła podstawowa,2007,1,152,66.0
Bielawa,Szkoła podstawowa,2008,1,144,62.5
Bielawa,Szkoła podstawowa,2009,1,135,58.666666666666664
Bielawa,Szkoła podstawowa,2010,1,135,58.666666666666664
Bielawa,Szkoła podstawowa,2011,1,127,55.166666666666664
Bielawy,Gimnazjum,2003,4,8,6.0
Bielawy,Gimnazjum,2004,4,9,6.5
Bielawy,Gimnazjum,2005,5,9,7.0
Bielawy,Przedszkole,2012,6,21,11.666666666666666
Bielawy,Przedszkole,2013,5,17,9.666666666666666
Bielawy,Przedszkole,2014,5,17,9.666666666666666
Bielawy,Przedszkole,2015,5,17,9.666666666666666
Bielawy,Szkoła podstawowa,2006,13,24,17.75
Bielawy,Szkoła podstawowa,2007,18,32,24.0
Bielawy,Szkoła podstawowa,2008,18,32,24.0
Bielawy,Szkoła podstawowa,2009,16,28,21.25
Bielawy,Szkoła podstawowa,2010,11,20,15.25
Bielawy,Szkoła podstawowa,2011,12,22,16.5
Bielice,Szkoła podstawowa,2006,81,81,81.0
Bielice,Szkoła podstawowa,2007,67,67,67.0
Bielice,Szkoła podstawowa,2008,56,56,56.0
Bielice,Szkoła podstawowa,2009,52,52,52.0
Bielice,Szkoła podstawowa,2010,49,49,49.0
Bielice,Szkoła podstawowa,2011,45,45,45.0
Bieliny,Szkoła podstawowa,2006,12,75,27.142857142857142
Bieliny,Szkoła podstawowa,2007,11,71,25.714285714285715
Bieliny,Szkoła podstawowa,2008,12,75,27.142857142857142
Bieliny,Szkoła podstawowa,2009,11,71,25.714285714285715
Bieliny,Szkoła podstawowa,2010,10,62,22.428571428571427
Bieliny,Szkoła podstawowa,2011,10,62,22.428571428571427
Bielsk,Gimnazjum,2003,27,27,27.0
Bielsk,Gimnazjum,2004,28,28,28.0
Bielsk,Gimnazjum,2005,28,28,28.0
Bielsk,Przedszkole,2012,37,37,37.0
Bielsk,Przedszkole,2013,37,37,37.0
Bielsk,Przedszkole,2014,37,37,37.0
Bielsk,Przedszkole,2015,39,39,39.0
Bielsk,Szkoła podstawowa,2006,6,65,35.5
Bielsk,Szkoła podstawowa,2007,1,69,25.666666666666668
Bielsk,Szkoła podstawowa,2008,1,73,27.0
Bielsk,Szkoła podstawowa,2009,1,69,25.666666666666668
Bielsk,Szkoła podstawowa,2010,6,65,35.5
Bielsk,Szkoła podstawowa,2011,6,61,33.5
Bielsk Podlaski,Gimnazjum,2003,4,4,4.0
Bielsk Podlaski,Gimnazjum,2004,4,4,4.0
Bielsk Podlaski,Gimnazjum,2005,4,4,4.0
Bielsk Podlaski,Liceum ogólnokształcące,2000,61,63,62.0
Bielsk Podlaski,Liceum ogólnokształcące,2001,59,61,60.0
Bielsk Podlaski,Liceum ogólnokształcące,2002,59,61,60.0
Bielsk Podlaski,Przedszkole,2012,2,36,22.625
Bielsk Podlaski,Przedszkole,2013,2,36,22.625
Bielsk Podlaski,Przedszkole,2014,2,32,20.25
Bielsk Podlaski,Przedszkole,2015,2,34,21.5
Bielsk Podlaski,Szkoła podstawowa,2006,1,85,42.42857142857143
Bielsk Podlaski,Szkoła podstawowa,2007,1,92,46.142857142857146
Bielsk Podlaski,Szkoła podstawowa,2008,1,92,46.142857142857146
Bielsk Podlaski,Szkoła podstawowa,2009,1,85,43.0
Bielsk Podlaski,Szkoła podstawowa,2010,1,85,43.0
Bielsk Podlaski,Szkoła podstawowa,2011,1,85,42.42857142857143
Bielsk Podlaski,Szkoła policealna,1994,7,7,7.0
Bielsk Podlaski,Szkoła policealna,1995,6,6,6.0
Bielsk Podlaski,Szkoła policealna,1996,6,6,6.0
Bielsk Podlaski,Szkoła policealna,1997,6,6,6.0
Bielsk Podlaski,Szkoła policealna,1998,5,5,5.0
Bielsk Podlaski,Szkoła policealna,1999,5,5,5.0
Bielsko-Biała,Gimnazjum,2003,2,7,4.714285714285714
Bielsko-Biała,Gimnazjum,2004,2,7,4.714285714285714
Bielsko-Biała,Gimnazjum,2005,2,8,5.0
Bielsko-Biała,Liceum ogólnokształcące,2000,6,198,62.5
Bielsko-Biała,Liceum ogólnokształcące,2001,5,186,58.611111111111114
Bielsko-Biała,Liceum ogólnokształcące,2002,5,192,60.5
Bielsko-Biała,Przedszkole,2012,1,62,21.94736842105263
Bielsko-Biała,Przedszkole,2013,1,62,21.94736842105263
Bielsko-Biała,Przedszkole,2014,1,62,21.94736842105263
Bielsko-Biała,Przedszkole,2015,1,64,22.69736842105263
Bielsko-Biała,Szkoła podstawowa,2006,2,148,56.89473684210526
Bielsko-Biała,Szkoła podstawowa,2007,2,157,60.473684210526315
Bielsko-Biała,Szkoła podstawowa,2008,2,157,60.473684210526315
Bielsko-Biała,Szkoła podstawowa,2009,2,157,60.473684210526315
Bielsko-Biała,Szkoła podstawowa,2010,2,157,60.473684210526315
Bielsko-Biała,Szkoła podstawowa,2011,2,148,56.89473684210526
Bielsko-Biała,Szkoła policealna,1994,1,55,19.615384615384617
Bielsko-Biała,Szkoła policealna,1995,1,55,19.615384615384617
Bielsko-Biała,Szkoła policealna,1996,1,55,19.615384615384617
Bielsko-Biała,Szkoła policealna,1997,1,52,18.46153846153846
Bielsko-Biała,Szkoła policealna,1998,1,52,18.46153846153846
Bielsko-Biała,Szkoła policealna,1999,1,55,19.615384615384617
Bierawa,Przedszkole,2012,14,46,30.0
Bierawa,Przedszkole,2013,12,43,27.5
Bierawa,Przedszkole,2014,12,43,27.5
Bierawa,Przedszkole,2015,14,46,30.0
Bierawa,Szkoła podstawowa,2006,16,29,23.0
Bierawa,Szkoła podstawowa,2007,17,31,24.5
Bierawa,Szkoła podstawowa,2008,17,31,24.5
Bierawa,Szkoła podstawowa,2009,17,31,24.5
Bierawa,Szkoła podstawowa,2010,16,29,23.0
Bierawa,Szkoła podstawowa,2011,17,31,24.5
Bierutów,Przedszkole,2012,53,53,53.0
Bierutów,Przedszkole,2013,53,53,53.0
Bierutów,Przedszkole,2014,59,59,59.0
Bierutów,Przedszkole,2015,57,57,57.0
Bierutów,Szkoła podstawowa,2006,13,101,43.666666666666664
Bierutów,Szkoła podstawowa,2007,14,107,46.333333333333336
Bierutów,Szkoła podstawowa,2008,15,113,49.0
Bierutów,Szkoła podstawowa,2009,15,113,49.0
Bierutów,Szkoła podstawowa,2010,14,107,46.333333333333336
Bierutów,Szkoła podstawowa,2011,12,94,40.666666666666664
Bieruń,Liceum ogólnokształcące,2000,91,91,91.0
Bieruń,Liceum ogólnokształcące,2001,94,94,94.0
Bieruń,Liceum ogólnokształcące,2002,99,99,99.0
Bieruń,Przedszkole,2012,13,88,53.25
Bieruń,Przedszkole,2013,13,88,53.25
Bieruń,Przedszkole,2014,12,81,49.25
Bieruń,Przedszkole,2015,13,85,51.5
Bieruń,Szkoła podstawowa,2006,138,143,140.5
Bieruń,Szkoła podstawowa,2007,147,152,149.5
Bieruń,Szkoła podstawowa,2008,147,152,149.5
Bieruń,Szkoła podstawowa,2009,147,152,149.5
Bieruń,Szkoła podstawowa,2010,147,152,149.5
Bieruń,Szkoła podstawowa,2011,138,143,140.5
Bierzwnik,Szkoła podstawowa,2006,14,20,17.0
Bierzwnik,Szkoła podstawowa,2007,15,21,18.0
Bierzwnik,Szkoła podstawowa,2008,14,20,17.0
Bierzwnik,Szkoła podstawowa,2009,12,16,14.0
Bierzwnik,Szkoła podstawowa,2010,12,16,14.0
Bierzwnik,Szkoła podstawowa,2011,13,17,15.0
Biesiekierz,Przedszkole,2012,12,24,18.0
Biesiekierz,Przedszkole,2013,11,21,16.0
Biesiekierz,Przedszkole,2014,11,20,15.333333333333334
Biesiekierz,Przedszkole,2015,12,23,17.333333333333332
Biesiekierz,Szkoła podstawowa,2006,22,37,31.333333333333332
Biesiekierz,Szkoła podstawowa,2007,22,37,31.333333333333332
Biesiekierz,Szkoła podstawowa,2008,19,33,27.666666666666668
Biesiekierz,Szkoła podstawowa,2009,18,31,26.333333333333332
Biesiekierz,Szkoła podstawowa,2010,17,29,24.666666666666668
Biesiekierz,Szkoła podstawowa,2011,17,29,24.666666666666668
Bieżuń,Liceum ogólnokształcące,2000,30,30,30.0
Bieżuń,Liceum ogólnokształcące,2001,32,32,32.0
Bieżuń,Liceum ogólnokształcące,2002,32,32,32.0
Bieżuń,Szkoła podstawowa,2006,8,8,8.0
Bieżuń,Szkoła podstawowa,2007,9,9,9.0
Bieżuń,Szkoła podstawowa,2008,9,9,9.0
Bieżuń,Szkoła podstawowa,2009,8,8,8.0
Bieżuń,Szkoła podstawowa,2010,8,8,8.0
Bieżuń,Szkoła podstawowa,2011,7,7,7.0
Bircza,Szkoła podstawowa,2006,4,14,8.2
Bircza,Szkoła podstawowa,2007,5,15,8.8
Bircza,Szkoła podstawowa,2008,5,16,9.6
Bircza,Szkoła podstawowa,2009,5,15,8.8
Bircza,Szkoła podstawowa,2010,4,14,8.2
Bircza,Szkoła podstawowa,2011,4,13,7.8
Biskupice,Przedszkole,2012,7,17,11.8
Biskupice,Przedszkole,2013,6,15,10.6
Biskupice,Przedszkole,2014,6,14,10.0
Biskupice,Przedszkole,2015,7,16,11.6
Biskupice,Szkoła podstawowa,2006,24,42,30.833333333333332
Biskupice,Szkoła podstawowa,2007,27,48,34.833333333333336
Biskupice,Szkoła podstawowa,2008,27,48,34.833333333333336
Biskupice,Szkoła podstawowa,2009,25,45,32.666666666666664
Biskupice,Szkoła podstawowa,2010,24,42,30.833333333333332
Biskupice,Szkoła podstawowa,2011,24,42,30.833333333333332
Biskupiec,Gimnazjum,2003,3,20,11.5
Biskupiec,Gimnazjum,2004,3,25,14.0
Biskupiec,Gimnazjum,2005,3,24,13.5
Biskupiec,Liceum ogólnokształcące,2000,8,8,8.0
Biskupiec,Liceum ogólnokształcące,2001,8,8,8.0
Biskupiec,Liceum ogólnokształcące,2002,7,7,7.0
Biskupiec,Przedszkole,2012,2,28,9.0
Biskupiec,Przedszkole,2013,2,28,9.0
Biskupiec,Przedszkole,2014,2,26,8.5
Biskupiec,Przedszkole,2015,2,26,8.5
Biskupiec,Szkoła podstawowa,2006,4,50,14.88888888888889
Biskupiec,Szkoła podstawowa,2007,4,50,15.444444444444445
Biskupiec,Szkoła podstawowa,2008,4,50,15.444444444444445
Biskupiec,Szkoła podstawowa,2009,3,46,14.444444444444445
Biskupiec,Szkoła podstawowa,2010,3,46,13.88888888888889
Biskupiec,Szkoła podstawowa,2011,3,46,13.88888888888889
Biszcza,Szkoła podstawowa,2006,9,19,14.0
Biszcza,Szkoła podstawowa,2007,9,19,14.0
Biszcza,Szkoła podstawowa,2008,8,17,12.5
Biszcza,Szkoła podstawowa,2009,8,17,12.5
Biszcza,Szkoła podstawowa,2010,8,17,12.5
Biszcza,Szkoła podstawowa,2011,8,17,12.5
Bisztynek,Przedszkole,2012,24,24,24.0
Bisztynek,Przedszkole,2013,22,22,22.0
Bisztynek,Przedszkole,2014,21,21,21.0
Bisztynek,Przedszkole,2015,27,27,27.0
Bisztynek,Szkoła podstawowa,2006,10,58,30.0
Bisztynek,Szkoła podstawowa,2007,10,58,30.0
Bisztynek,Szkoła podstawowa,2008,11,65,33.333333333333336
Bisztynek,Szkoła podstawowa,2009,10,58,30.0
Bisztynek,Szkoła podstawowa,2010,9,51,26.333333333333332
Bisztynek,Szkoła podstawowa,2011,9,51,26.333333333333332
Biłgoraj,Gimnazjum,2003,1,33,14.333333333333334
Biłgoraj,Gimnazjum,2004,1,29,12.666666666666666
Biłgoraj,Gimnazjum,2005,1,29,9.75
Biłgoraj,Liceum ogólnokształcące,2000,23,204,113.5
Biłgoraj,Liceum ogólnokształcące,2001,23,204,113.5
Biłgoraj,Liceum ogólnokształcące,2002,24,213,118.5
Biłgoraj,Przedszkole,2012,2,46,21.625
Biłgoraj,Przedszkole,2013,2,49,23.0
Biłgoraj,Przedszkole,2014,2,49,23.0
Biłgoraj,Przedszkole,2015,2,46,21.625
Biłgoraj,Szkoła podstawowa,2006,3,116,25.714285714285715
Biłgoraj,Szkoła podstawowa,2007,3,126,27.5
Biłgoraj,Szkoła podstawowa,2008,3,116,24.857142857142858
Biłgoraj,Szkoła podstawowa,2009,3,105,23.0
Biłgoraj,Szkoła podstawowa,2010,3,105,23.0
Biłgoraj,Szkoła podstawowa,2011,2,95,20.428571428571427
Biłgoraj,Szkoła policealna,1994,9,9,9.0
Biłgoraj,Szkoła policealna,1995,15,15,15.0
Biłgoraj,Szkoła policealna,1996,13,13,13.0
Biłgoraj,Szkoła policealna,1997,13,13,13.0
Biłgoraj,Szkoła policealna,1998,16,16,16.0
Biłgoraj,Szkoła policealna,1999,19,19,19.0
Blachownia,Przedszkole,2012,4,29,16.5
Blachownia,Przedszkole,2013,4,28,16.0
Blachownia,Przedszkole,2014,3,27,15.0
Blachownia,Przedszkole,2015,4,32,18.0
Blachownia,Szkoła podstawowa,2006,13,108,60.5
Blachownia,Szkoła podstawowa,2007,13,108,60.5
Blachownia,Szkoła podstawowa,2008,13,108,60.5
Blachownia,Szkoła podstawowa,2009,13,108,60.5
Blachownia,Szkoła podstawowa,2010,10,90,50.0
Blachownia,Szkoła podstawowa,2011,10,84,47.0
Bledzew,Przedszkole,2012,15,15,15.0
Bledzew,Przedszkole,2013,13,13,13.0
Bledzew,Przedszkole,2014,12,12,12.0
Bledzew,Przedszkole,2015,12,12,12.0
Bledzew,Szkoła podstawowa,2006,17,45,31.0
Bledzew,Szkoła podstawowa,2007,19,50,34.5
Bledzew,Szkoła podstawowa,2008,17,45,31.0
Bledzew,Szkoła podstawowa,2009,13,35,24.0
Bledzew,Szkoła podstawowa,2010,14,37,25.5
Bledzew,Szkoła podstawowa,2011,15,40,27.5
Blizanów,Przedszkole,2012,16,16,16.0
Blizanów,Przedszkole,2013,16,16,16.0
Blizanów,Przedszkole,2014,15,15,15.0
Blizanów,Przedszkole,2015,16,16,16.0
Blizanów,Szkoła podstawowa,2006,15,35,25.0
Blizanów,Szkoła podstawowa,2007,14,33,23.5
Blizanów,Szkoła podstawowa,2008,14,31,22.5
Blizanów,Szkoła podstawowa,2009,13,29,21.0
Blizanów,Szkoła podstawowa,2010,12,27,19.5
Blizanów,Szkoła podstawowa,2011,12,27,19.5
Bliżyn,Przedszkole,2012,7,19,13.0
Bliżyn,Przedszkole,2013,6,17,11.5
Bliżyn,Przedszkole,2014,6,18,12.0
Bliżyn,Przedszkole,2015,7,20,13.5
Bliżyn,Szkoła podstawowa,2006,5,47,20.25
Bliżyn,Szkoła podstawowa,2007,6,53,23.0
Bliżyn,Szkoła podstawowa,2008,6,56,24.25
Bliżyn,Szkoła podstawowa,2009,5,47,20.25
Bliżyn,Szkoła podstawowa,2010,5,47,20.25
Bliżyn,Szkoła podstawowa,2011,5,44,19.0
Bobolice,Liceum ogólnokształcące,2000,18,18,18.0
Bobolice,Liceum ogólnokształcące,2001,17,17,17.0
Bobolice,Liceum ogólnokształcące,2002,16,16,16.0
Bobolice,Przedszkole,2012,42,42,42.0
Bobolice,Przedszkole,2013,42,42,42.0
Bobolice,Przedszkole,2014,39,39,39.0
Bobolice,Przedszkole,2015,39,39,39.0
Bobolice,Szkoła podstawowa,2006,6,84,25.4
Bobolice,Szkoła podstawowa,2007,6,89,27.0
Bobolice,Szkoła podstawowa,2008,6,89,27.0
Bobolice,Szkoła podstawowa,2009,6,89,27.0
Bobolice,Szkoła podstawowa,2010,6,89,27.0
Bobolice,Szkoła podstawowa,2011,6,84,25.4
Bobowa,Przedszkole,2012,12,12,12.0
Bobowa,Przedszkole,2013,11,11,11.0
Bobowa,Przedszkole,2014,11,11,11.0
Bobowa,Przedszkole,2015,11,11,11.0
Bobowa,Szkoła podstawowa,2006,7,105,36.0
Bobowa,Szkoła podstawowa,2007,7,111,38.166666666666664
Bobowa,Szkoła podstawowa,2008,7,111,38.166666666666664
Bobowa,Szkoła podstawowa,2009,6,93,31.666666666666668
Bobowa,Szkoła podstawowa,2010,6,93,31.666666666666668
Bobowa,Szkoła podstawowa,2011,7,105,36.0
Bobowo,Przedszkole,2012,28,28,28.0
Bobowo,Przedszkole,2013,25,25,25.0
Bobowo,Przedszkole,2014,25,25,25.0
Bobowo,Przedszkole,2015,28,28,28.0
Bobowo,Szkoła podstawowa,2006,74,74,74.0
Bobowo,Szkoła podstawowa,2007,70,70,70.0
Bobowo,Szkoła podstawowa,2008,66,66,66.0
Bobowo,Szkoła podstawowa,2009,62,62,62.0
Bobowo,Szkoła podstawowa,2010,51,51,51.0
Bobowo,Szkoła podstawowa,2011,48,48,48.0
Bobrowice,Przedszkole,2012,9,9,9.0
Bobrowice,Przedszkole,2013,12,12,12.0
Bobrowice,Przedszkole,2014,11,11,11.0
Bobrowice,Przedszkole,2015,10,10,10.0
Bobrowice,Szkoła podstawowa,2006,31,31,31.0
Bobrowice,Szkoła podstawowa,2007,34,34,34.0
Bobrowice,Szkoła podstawowa,2008,31,31,31.0
Bobrowice,Szkoła podstawowa,2009,29,29,29.0
Bobrowice,Szkoła podstawowa,2010,27,27,27.0
Bobrowice,Szkoła podstawowa,2011,19,19,19.0
Bobrowniki,Gimnazjum,2003,2,2,2.0
Bobrowniki,Gimnazjum,2004,2,2,2.0
Bobrowniki,Gimnazjum,2005,2,2,2.0
Bobrowniki,Przedszkole,2012,1,17,11.666666666666666
Bobrowniki,Przedszkole,2013,1,17,11.666666666666666
Bobrowniki,Przedszkole,2014,1,18,12.333333333333334
Bobrowniki,Przedszkole,2015,1,18,12.333333333333334
Bobrowniki,Szkoła podstawowa,2006,8,36,23.0
Bobrowniki,Szkoła podstawowa,2007,10,39,25.0
Bobrowniki,Szkoła podstawowa,2008,8,42,26.25
Bobrowniki,Szkoła podstawowa,2009,8,36,23.0
Bobrowniki,Szkoła podstawowa,2010,10,33,21.75
Bobrowniki,Szkoła podstawowa,2011,10,33,21.75
Bobrowo,Szkoła podstawowa,2006,15,41,24.0
Bobrowo,Szkoła podstawowa,2007,17,46,26.8
Bobrowo,Szkoła podstawowa,2008,17,46,26.8
Bobrowo,Szkoła podstawowa,2009,16,44,25.6
Bobrowo,Szkoła podstawowa,2010,15,41,24.0
Bobrowo,Szkoła podstawowa,2011,14,38,22.4
Bochnia,Gimnazjum,2003,5,5,5.0
Bochnia,Gimnazjum,2004,5,5,5.0
Bochnia,Gimnazjum,2005,5,5,5.0
Bochnia,Liceum ogólnokształcące,2000,8,164,68.66666666666667
Bochnia,Liceum ogólnokształcące,2001,8,164,68.66666666666667
Bochnia,Liceum ogólnokształcące,2002,8,164,68.66666666666667
Bochnia,Przedszkole,2012,2,33,11.0
Bochnia,Przedszkole,2013,2,33,11.0
Bochnia,Przedszkole,2014,1,31,10.0
Bochnia,Przedszkole,2015,1,31,10.133333333333333
